"pollinator","full_visits","serp_visits","nonserp_visits","full_degree","serp_degree","nonserp_degree","full_specialization","serp_specialization","nonserp_specialization","network_name"
"Xylocopa_tabiformis",12,12,0,2,2,0,"generalist","generalist","generalist","Pond_2023_summer"
"Anastrangalia_laetifca",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Apis_mellifera",5,5,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Bombus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Bombus_vosnesenskii",7,7,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Chrysochus_colbaltinus",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Colias_eurytheme",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Danaus_plexippus",7,7,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Dianthidium_dubium",30,30,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Euodyneras_hidalgo",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Halictus_ligatus",16,16,0,3,3,0,"generalist","generalist","generalist","Pond_2024_summer"
"Halictus_tripartitus",6,6,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Lasioglossum_incompletum",9,9,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Listrus_sp_2",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Listrus_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Megachile_apicalis",11,11,0,3,3,0,"generalist","generalist","generalist","Pond_2024_summer"
"Melissodes_lupina",43,42,1,3,2,1,"generalist","generalist","specialist","Pond_2024_summer"
"Melissodes_robustior",5,5,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Nemognatha_scutellaris",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Polistes_aurifer",6,6,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Prionyx_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"red_Prionyx_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Sphex_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Strymon_melinus",3,3,0,2,2,0,"generalist","generalist","generalist","Pond_2024_summer"
"Tachinidae",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Tetraopes_basalis",7,7,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Villa_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"white_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Xylocopa_tabiformis",4,4,0,1,1,0,"specialist","specialist","generalist","Pond_2024_summer"
"Adela_eldorada",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Adela_trigrapha",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Andrena_baeriae",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Andrena_sp.",7,7,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Andrena_subchalybea",11,11,0,4,4,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Annaphila_decia",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Anthophora_californica",11,8,3,5,4,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Apis_mellifera",375,368,7,3,2,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Bombus_californicus",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Bombus_crotchii",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Bombus_melanopygus",10,10,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Bombus_vosnesenskii",23,23,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Bombylius_major",6,5,1,4,3,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Chrysis_angolensis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Chrysoperla_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Coenonympha_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Conophorus_fenestratus",59,59,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Cylindromyia sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Cyrtopogon_sp.",6,6,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Elateridae",3,2,1,3,2,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Eristalis_hirta",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Erynnis_propertius",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Eucera_actuosa",15,11,4,6,5,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Eucera_frater_albopilosa",7,4,3,3,2,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Eucera_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Euopeodes_fumipennis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Euphydryas_chalcedona",4,4,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Glaucophysche_lygdamus",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_1_2022_spring"
"Halictus_ligatus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Heliolonche_modiella",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Helithodes_dimutiva",5,5,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Junonia_grisea",13,13,0,6,6,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Listrus_sp._1",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Muscidae",4,4,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Nomada_hesperia",36,36,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Osmia_cara",14,11,3,6,5,1,"generalist","generalist","specialist","Quarry_1_2022_spring"
"Osmia_nemoris",13,13,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Osmia_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Phychoides_mytilla",3,3,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Prosperpinus_clarkiae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2022_spring"
"Scaeva_affinis",7,7,0,5,5,0,"generalist","generalist","generalist","Quarry_1_2022_spring"
"Acmaeodera_sp.",3,3,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Adela_eldorada",17,17,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Agapostemon_subtilior",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Andrena_nigrocaerulea",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Andrena_pensilis",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Andrena_sp.",11,11,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Andrena_subchalybea",33,33,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Anthophora_californica",5,5,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Anthrenus_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Apis_mellifera",13,1,12,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Asilidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"BF1_Diptera",10,10,0,6,6,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Bombus_californicus",5,5,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Bombus_melanopygus",4,2,2,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Bombus_vosnesenskii",8,6,2,4,3,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Bombylius_major",7,7,0,4,4,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Brachysomida_californica",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Braconidae",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Burnsius_communis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Cantharidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Chlosyne_palla",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Coenonympha_californica",7,6,1,3,2,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Colias_eurytheme",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Conophorus_fenestratus",9,7,2,4,3,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Diabrotica_undecimpunctata",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Diadasia_bituberculata",11,10,1,5,4,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Eristalis_hirta",34,34,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Erynnis_propertius",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Eucera_actuosa",32,3,29,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Eucera_frater_albopilosa",6,2,4,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Euopeodes_fumipennis",4,4,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Euphydryas_chalcedona",6,6,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Halictus_tripartitus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Helithodes_dimutiva",6,6,0,5,5,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Hippodamia_convergens",4,1,3,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"Lasioglossum_incompletum",6,6,0,5,5,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Listrus_sp._1",99,98,1,14,13,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Listrus_sp._2",25,25,0,3,3,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Muscidae",5,3,2,3,2,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Nomada_obscurella",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Osmia_aglaia",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Osmia_nemoris",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Osmia_sanctaerosae",13,10,3,4,3,1,"generalist","generalist","specialist","Quarry_1_2023_spring"
"Osmia_sp.",4,4,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Panurginus_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Phychoides_mytilla",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2023_spring"
"Scaeva_affinis",4,2,2,2,1,1,"generalist","specialist","specialist","Quarry_1_2023_spring"
"silver_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Sphaerophoria_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Tetraopes_basilus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Thysanoptera",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_1_2023_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2023_spring"
"Acmaeodera_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Adela_eldorada",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Adela_flammeusella",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Adela_trigrapha",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Andrena_pallidifovea",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Andrena_pensilis",4,4,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Andrena_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Anthophora_crotchii",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Anthrenus_sp.",11,11,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Apis_mellifera",12,0,12,1,0,1,"specialist","generalist","specialist","Quarry_1_2024_spring"
"BF1_Diptera",10,10,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Bombus_californicus",8,2,6,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Bombus_melanopygus",5,1,4,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Bombus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Bombus_vosnesenskii",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Bombylius_major",12,12,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Chrysis_angolensis",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Coenonympha_californica",11,10,1,6,5,1,"generalist","generalist","specialist","Quarry_1_2024_spring"
"Cyrtopogon_sp.",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Erynnis_propertius",3,0,3,1,0,1,"specialist","generalist","specialist","Quarry_1_2024_spring"
"Eucera_actuosa",10,1,9,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Eucera_frater_albopilosa",6,2,4,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Eucera_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Glaucophysche_lygdamus",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Listrus_sp._1",168,168,0,6,6,0,"generalist","generalist","generalist","Quarry_1_2024_spring"
"Listrus_sp._2",6,6,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Muscidae",3,2,1,3,2,1,"generalist","generalist","specialist","Quarry_1_2024_spring"
"Nomada_hesperia",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Osmia_cara",3,0,3,1,0,1,"specialist","generalist","specialist","Quarry_1_2024_spring"
"Osmia_nemoris",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_1_2024_spring"
"Osmia_sp.",3,2,1,2,1,1,"generalist","specialist","specialist","Quarry_1_2024_spring"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Scaeva_affinis",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_1_2024_spring"
"silver_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_1_2024_spring"
"Acmaeodera_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Adela_eldorada",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Andrena_pensilis",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Andrena_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Andrena_subchalybea",56,56,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Andrena-mimic_Syrpid",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Apis_mellifera",3,2,1,3,2,1,"generalist","generalist","specialist","Quarry_2_2023_spring"
"BF1_Diptera",33,33,0,3,3,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"big_blue_butterfly_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Bombus_melanopygus",8,8,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Bombylius_major",12,12,0,5,5,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"brown_moth_Lepidoptera",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Coenonympha_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Conophorus_fenestratus",15,15,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Diadasia_nigrifrons",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Elateridae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Eristalis_hirta",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Eucera_actuosa",3,0,3,1,0,1,"specialist","generalist","specialist","Quarry_2_2023_spring"
"Euopeodes_fumipennis",3,3,0,3,3,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"gray_Bombyliidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Heliolonche_modiella",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Helithodes_dimutiva",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Listrus_sp._1",62,62,0,6,6,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Malachius_sp.",6,6,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Muscidae",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Nomada_hesperia",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Osmia_atrocyanea",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Osmia_sanctaerosae",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Panurginus_sp.",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Scaeva_affinis",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"silver_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2023_spring"
"Trichodes_ornatus",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2023_spring"
"Acmaeodera_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Adela_flammeusella",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Andrena_pallidifovea",4,4,0,3,3,0,"generalist","generalist","generalist","Quarry_2_2024_spring"
"Andrena_pensilis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Andrena_sp.",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_2_2024_spring"
"Andrena_subchalybea",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Anthrenus_sp.",11,11,0,2,2,0,"generalist","generalist","generalist","Quarry_2_2024_spring"
"Apis_mellifera",77,0,77,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"BF1_Diptera",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Bombus_californicus",14,9,5,4,3,1,"generalist","generalist","specialist","Quarry_2_2024_spring"
"Bombus_melanopygus",15,0,15,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Bombus_vosnesenskii",5,0,5,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Bombylius_major",6,6,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Cantharidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Chrysis_angolensis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Coenonympha_californica",3,2,1,2,1,1,"generalist","specialist","specialist","Quarry_2_2024_spring"
"Colias_eurytheme",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Cyrtopogon_sp.",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Erynnis_propertius",7,1,6,2,1,1,"generalist","specialist","specialist","Quarry_2_2024_spring"
"Eucera_actuosa",18,0,18,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Eucera_frater_albopilosa",7,0,7,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Euopeodes_fumipennis",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Glaucophysche_lygdamus",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Lasioglossum_titusi",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Listrus_sp._1",47,47,0,4,4,0,"generalist","generalist","generalist","Quarry_2_2024_spring"
"Osmia_cara",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_2_2024_spring"
"Osmia_nemoris",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Osmia_sp.",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_2_2024_spring"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_2_2024_spring"
"Polistes_aurifer",7,3,4,3,2,1,"generalist","generalist","specialist","Quarry_2_2024_spring"
"Scaeva_affinis",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"silver_moth_Lepidoptera",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Sphaerophoria_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Vanessa_cardui",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_2_2024_spring"
"Anthophora_californica",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_3_2024_spring"
"Apis_mellifera",39,0,39,1,0,1,"specialist","generalist","specialist","Quarry_3_2024_spring"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_3_2024_spring"
"Bombus_californicus",6,5,1,3,2,1,"generalist","generalist","specialist","Quarry_3_2024_spring"
"Bombus_melanopygus",9,2,7,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Bombus_vosnesenskii",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_3_2024_spring"
"Bombylius_major",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_3_2024_spring"
"Coenonympha_californica",10,10,0,3,3,0,"generalist","generalist","generalist","Quarry_3_2024_spring"
"Erynnis_propertius",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Eucera_actuosa",25,9,16,3,2,1,"generalist","generalist","specialist","Quarry_3_2024_spring"
"Eucera_frater_albopilosa",11,0,11,1,0,1,"specialist","generalist","specialist","Quarry_3_2024_spring"
"Glaucophysche_lygdamus",11,1,10,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Hippodamia_convergens",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_3_2024_spring"
"Listrus_sp._1",33,33,0,2,2,0,"generalist","generalist","generalist","Quarry_3_2024_spring"
"Muscidae",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_3_2024_spring"
"Osmia_cara",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Osmia_nemoris",3,2,1,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Polistes_aurifer",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_3_2024_spring"
"Trichodes_ornatus",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_3_2024_spring"
"Agapostemon_subtilior",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Andrena_dissona",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Andrena_pallidifovea",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Anthophora_crotchii",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Apis_mellifera",15,0,15,1,0,1,"specialist","generalist","specialist","Quarry_4_2024_spring"
"BF1_Diptera",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Bombus_californicus",5,1,4,2,1,1,"generalist","specialist","specialist","Quarry_4_2024_spring"
"Bombus_melanopygus",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_4_2024_spring"
"Bombus_vosnesenskii",4,2,2,2,1,1,"generalist","specialist","specialist","Quarry_4_2024_spring"
"Coenonympha_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Erynnis_propertius",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_4_2024_spring"
"Eucera_actuosa",10,2,8,3,1,2,"generalist","specialist","generalist","Quarry_4_2024_spring"
"Eucera_frater_albopilosa",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Glaucophysche_lygdamus",4,1,3,2,1,1,"generalist","specialist","specialist","Quarry_4_2024_spring"
"Hippodamia_convergens",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Lasioglossum_titusi",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_4_2024_spring"
"Listrus_sp._1",75,75,0,4,4,0,"generalist","generalist","generalist","Quarry_4_2024_spring"
"Osmia_cara",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_4_2024_spring"
"Polistes_aurifer",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_4_2024_spring"
"Acmaeodera_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Adela_flammeusella",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Andrena_dissona",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Andrena_pallidifovea",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Andrena_pensilis",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Andrena_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Andrena_subchalybea",33,33,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Anthocharis_sara",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Anthophora_californica",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Apis_mellifera",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_5_2024_spring"
"BF1_Diptera",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Bombus_californicus",27,27,0,3,3,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
